titulo,genero,diretor,pais_origem
Filme 1590,Thriller,Bong Joon-ho,Austrália
Filme 1591,Thriller,Bong Joon-ho,Índia
Filme 1592,Thriller,Bong Joon-ho,Suécia
Filme 1593,Thriller,Bong Joon-ho,México
Filme 1594,Thriller,Bong Joon-ho,Coreia do Sul
Filme 1595,Thriller,Bong Joon-ho,China
Filme 1596,Thriller,Bong Joon-ho,Rússia
Filme 1597,Thriller,Bong Joon-ho,Argentina
Filme 1598,Thriller,Bong Joon-ho,Países Baixos
Filme 1599,Thriller,Bong Joon-ho,Nova Zelândia
Filme 1600,Thriller,Bong Joon-ho,África do Sul
Filme 1601,Terror,Quentin Tarantino,Estados Unidos
Filme 1602,Terror,Quentin Tarantino,Reino Unido
Filme 1603,Terror,Quentin Tarantino,França
Filme 1604,Terror,Quentin Tarantino,Alemanha
Filme 1605,Terror,Quentin Tarantino,Japão
Filme 1606,Terror,Quentin Tarantino,Itália
Filme 1607,Terror,Quentin Tarantino,Espanha
Filme 1608,Terror,Quentin Tarantino,Brasil
Filme 1609,Terror,Quentin Tarantino,Canadá
Filme 1610,Terror,Quentin Tarantino,Austrália
Filme 1611,Terror,Quentin Tarantino,Índia
Filme 1612,Terror,Quentin Tarantino,Suécia
Filme 1613,Terror,Quentin Tarantino,México
Filme 1614,Terror,Quentin Tarantino,Coreia do Sul
Filme 1615,Terror,Quentin Tarantino,China
Filme 1616,Terror,Quentin Tarantino,Rússia
Filme 1617,Terror,Quentin Tarantino,Argentina
Filme 1618,Terror,Quentin Tarantino,Países Baixos
Filme 1619,Terror,Quentin Tarantino,Nova Zelândia
Filme 1620,Terror,Quentin Tarantino,África do Sul
Filme 1621,Terror,Christopher Nolan,Estados Unidos
Filme 1622,Terror,Christopher Nolan,Reino Unido
Filme 1623,Terror,Christopher Nolan,França
Filme 1624,Terror,Christopher Nolan,Alemanha
Filme 1625,Terror,Christopher Nolan,Japão
Filme 1626,Terror,Christopher Nolan,Itália
Filme 1627,Terror,Christopher Nolan,Espanha
Filme 1628,Terror,Christopher Nolan,Brasil
Filme 1629,Terror,Christopher Nolan,Canadá
Filme 1630,Terror,Christopher Nolan,Austrália
Filme 1631,Terror,Christopher Nolan,Índia
Filme 1632,Terror,Christopher Nolan,Suécia
Filme 1633,Terror,Christopher Nolan,México
Filme 1634,Terror,Christopher Nolan,Coreia do Sul
Filme 1635,Terror,Christopher Nolan,China
Filme 1636,Terror,Christopher Nolan,Rússia
Filme 1637,Terror,Christopher Nolan,Argentina
Filme 1638,Terror,Christopher Nolan,Países Baixos
Filme 1639,Terror,Christopher Nolan,Nova Zelândia
Filme 1640,Terror,Christopher Nolan,África do Sul
Filme 1641,Terror,Martin Scorsese,Estados Unidos
Filme 1642,Terror,Martin Scorsese,Reino Unido
Filme 1643,Terror,Martin Scorsese,França
Filme 1644,Terror,Martin Scorsese,Alemanha
Filme 1645,Terror,Martin Scorsese,Japão
Filme 1646,Terror,Martin Scorsese,Itália
Filme 1647,Terror,Martin Scorsese,Espanha
Filme 1648,Terror,Martin Scorsese,Brasil
Filme 1649,Terror,Martin Scorsese,Canadá
Filme 1650,Terror,Martin Scorsese,Austrália
Filme 1651,Terror,Martin Scorsese,Índia
Filme 1652,Terror,Martin Scorsese,Suécia
Filme 1653,Terror,Martin Scorsese,México
Filme 1654,Terror,Martin Scorsese,Coreia do Sul
Filme 1655,Terror,Martin Scorsese,China
Filme 1656,Terror,Martin Scorsese,Rússia
Filme 1657,Terror,Martin Scorsese,Argentina
Filme 1658,Terror,Martin Scorsese,Países Baixos
Filme 1659,Terror,Martin Scorsese,Nova Zelândia
Filme 1660,Terror,Martin Scorsese,África do Sul
Filme 1661,Terror,Steven Spielberg,Estados Unidos
Filme 1662,Terror,Steven Spielberg,Reino Unido
Filme 1663,Terror,Steven Spielberg,França
Filme 1664,Terror,Steven Spielberg,Alemanha
Filme 1665,Terror,Steven Spielberg,Japão
Filme 1666,Terror,Steven Spielberg,Itália
Filme 1667,Terror,Steven Spielberg,Espanha
Filme 1668,Terror,Steven Spielberg,Brasil
Filme 1669,Terror,Steven Spielberg,Canadá
Filme 1670,Terror,Steven Spielberg,Austrália
Filme 1671,Terror,Steven Spielberg,Índia
Filme 1672,Terror,Steven Spielberg,Suécia
Filme 1673,Terror,Steven Spielberg,México
Filme 1674,Terror,Steven Spielberg,Coreia do Sul
Filme 1675,Terror,Steven Spielberg,China
Filme 1676,Terror,Steven Spielberg,Rússia
Filme 1677,Terror,Steven Spielberg,Argentina
Filme 1678,Terror,Steven Spielberg,Países Baixos
Filme 1679,Terror,Steven Spielberg,Nova Zelândia
Filme 1680,Terror,Steven Spielberg,África do Sul
Filme 1681,Terror,Alfred Hitchcock,Estados Unidos
Filme 1682,Terror,Alfred Hitchcock,Reino Unido
Filme 1683,Terror,Alfred Hitchcock,França
Filme 1684,Terror,Alfred Hitchcock,Alemanha
Filme 1685,Terror,Alfred Hitchcock,Japão
Filme 1686,Terror,Alfred Hitchcock,Itália
Filme 1687,Terror,Alfred Hitchcock,Espanha
Filme 1688,Terror,Alfred Hitchcock,Brasil
Filme 1689,Terror,Alfred Hitchcock,Canadá
Filme 1690,Terror,Alfred Hitchcock,Austrália
Filme 1691,Terror,Alfred Hitchcock,Índia
Filme 1692,Terror,Alfred Hitchcock,Suécia
Filme 1693,Terror,Alfred Hitchcock,México
Filme 1694,Terror,Alfred Hitchcock,Coreia do Sul
Filme 1695,Terror,Alfred Hitchcock,China
Filme 1696,Terror,Alfred Hitchcock,Rússia
Filme 1697,Terror,Alfred Hitchcock,Argentina
Filme 1698,Terror,Alfred Hitchcock,Países Baixos
Filme 1699,Terror,Alfred Hitchcock,Nova Zelândia
Filme 1700,Terror,Alfred Hitchcock,África do Sul
Filme 1701,Terror,Stanley Kubrick,Estados Unidos
Filme 1702,Terror,Stanley Kubrick,Reino Unido
Filme 1703,Terror,Stanley Kubrick,França
Filme 1704,Terror,Stanley Kubrick,Alemanha
Filme 1705,Terror,Stanley Kubrick,Japão
Filme 1706,Terror,Stanley Kubrick,Itália
Filme 1707,Terror,Stanley Kubrick,Espanha
Filme 1708,Terror,Stanley Kubrick,Brasil
Filme 1709,Terror,Stanley Kubrick,Canadá
Filme 1710,Terror,Stanley Kubrick,Austrália
Filme 1711,Terror,Stanley Kubrick,Índia
Filme 1712,Terror,Stanley Kubrick,Suécia
Filme 1713,Terror,Stanley Kubrick,México
Filme 1714,Terror,Stanley Kubrick,Coreia do Sul
Filme 1715,Terror,Stanley Kubrick,China
Filme 1716,Terror,Stanley Kubrick,Rússia
Filme 1717,Terror,Stanley Kubrick,Argentina
Filme 1718,Terror,Stanley Kubrick,Países Baixos
Filme 1719,Terror,Stanley Kubrick,Nova Zelândia
Filme 1720,Terror,Stanley Kubrick,África do Sul
Filme 1721,Terror,Francis Ford Coppola,Estados Unidos
Filme 1722,Terror,Francis Ford Coppola,Reino Unido
Filme 1723,Terror,Francis Ford Coppola,França
Filme 1724,Terror,Francis Ford Coppola,Alemanha
Filme 1725,Terror,Francis Ford Coppola,Japão
Filme 1726,Terror,Francis Ford Coppola,Itália
Filme 1727,Terror,Francis Ford Coppola,Espanha
Filme 1728,Terror,Francis Ford Coppola,Brasil
Filme 1729,Terror,Francis Ford Coppola,Canadá
Filme 1730,Terror,Francis Ford Coppola,Austrália
Filme 1731,Terror,Francis Ford Coppola,Índia
Filme 1732,Terror,Francis Ford Coppola,Suécia
Filme 1733,Terror,Francis Ford Coppola,México
Filme 1734,Terror,Francis Ford Coppola,Coreia do Sul
Filme 1735,Terror,Francis Ford Coppola,China
Filme 1736,Terror,Francis Ford Coppola,Rússia
Filme 1737,Terror,Francis Ford Coppola,Argentina
Filme 1738,Terror,Francis Ford Coppola,Países Baixos
Filme 1739,Terror,Francis Ford Coppola,Nova Zelândia
Filme 1740,Terror,Francis Ford Coppola,África do Sul
Filme 1741,Terror,Ridley Scott,Estados Unidos
Filme 1742,Terror,Ridley Scott,Reino Unido
Filme 1743,Terror,Ridley Scott,França
Filme 1744,Terror,Ridley Scott,Alemanha
Filme 1745,Terror,Ridley Scott,Japão
Filme 1746,Terror,Ridley Scott,Itália
Filme 1747,Terror,Ridley Scott,Espanha
Filme 1748,Terror,Ridley Scott,Brasil
Filme 1749,Terror,Ridley Scott,Canadá
Filme 1750,Terror,Ridley Scott,Austrália
Filme 1751,Terror,Ridley Scott,Índia
Filme 1752,Terror,Ridley Scott,Suécia
Filme 1753,Terror,Ridley Scott,México
Filme 1754,Terror,Ridley Scott,Coreia do Sul
Filme 1755,Terror,Ridley Scott,China
Filme 1756,Terror,Ridley Scott,Rússia
Filme 1757,Terror,Ridley Scott,Argentina
Filme 1758,Terror,Ridley Scott,Países Baixos
Filme 1759,Terror,Ridley Scott,Nova Zelândia
Filme 1760,Terror,Ridley Scott,África do Sul
Filme 1761,Terror,James Cameron,Estados Unidos
Filme 1762,Terror,James Cameron,Reino Unido
Filme 1763,Terror,James Cameron,França
Filme 1764,Terror,James Cameron,Alemanha
Filme 1765,Terror,James Cameron,Japão
Filme 1766,Terror,James Cameron,Itália
Filme 1767,Terror,James Cameron,Espanha
Filme 1768,Terror,James Cameron,Brasil
Filme 1769,Terror,James Cameron,Canadá
Filme 1770,Terror,James Cameron,Austrália
Filme 1771,Terror,James Cameron,Índia
Filme 1772,Terror,James Cameron,Suécia
Filme 1773,Terror,James Cameron,México
Filme 1774,Terror,James Cameron,Coreia do Sul
Filme 1775,Terror,James Cameron,China
Filme 1776,Terror,James Cameron,Rússia
Filme 1777,Terror,James Cameron,Argentina
Filme 1778,Terror,James Cameron,Países Baixos
Filme 1779,Terror,James Cameron,Nova Zelândia
Filme 1780,Terror,James Cameron,África do Sul
Filme 1781,Terror,Peter Jackson,Estados Unidos
Filme 1782,Terror,Peter Jackson,Reino Unido
Filme 1783,Terror,Peter Jackson,França
Filme 1784,Terror,Peter Jackson,Alemanha
Filme 1785,Terror,Peter Jackson,Japão
Filme 1786,Terror,Peter Jackson,Itália
Filme 1787,Terror,Peter Jackson,Espanha
Filme 1788,Terror,Peter Jackson,Brasil
Filme 1789,Terror,Peter Jackson,Canadá
Filme 1790,Terror,Peter Jackson,Austrália
Filme 1791,Terror,Peter Jackson,Índia
Filme 1792,Terror,Peter Jackson,Suécia
Filme 1793,Terror,Peter Jackson,México
Filme 1794,Terror,Peter Jackson,Coreia do Sul
Filme 1795,Terror,Peter Jackson,China
Filme 1796,Terror,Peter Jackson,Rússia
Filme 1797,Terror,Peter Jackson,Argentina
Filme 1798,Terror,Peter Jackson,Países Baixos
Filme 1799,Terror,Peter Jackson,Nova Zelândia
Filme 1800,Terror,Peter Jackson,África do Sul
Filme 1801,Terror,Hayao Miyazaki,Estados Unidos
Filme 1802,Terror,Hayao Miyazaki,Reino Unido
Filme 1803,Terror,Hayao Miyazaki,França
Filme 1804,Terror,Hayao Miyazaki,Alemanha
Filme 1805,Terror,Hayao Miyazaki,Japão
Filme 1806,Terror,Hayao Miyazaki,Itália
Filme 1807,Terror,Hayao Miyazaki,Espanha
Filme 1808,Terror,Hayao Miyazaki,Brasil
Filme 1809,Terror,Hayao Miyazaki,Canadá
Filme 1810,Terror,Hayao Miyazaki,Austrália
Filme 1811,Terror,Hayao Miyazaki,Índia
Filme 1812,Terror,Hayao Miyazaki,Suécia
Filme 1813,Terror,Hayao Miyazaki,México
Filme 1814,Terror,Hayao Miyazaki,Coreia do Sul
Filme 1815,Terror,Hayao Miyazaki,China
Filme 1816,Terror,Hayao Miyazaki,Rússia
Filme 1817,Terror,Hayao Miyazaki,Argentina
Filme 1818,Terror,Hayao Miyazaki,Países Baixos
Filme 1819,Terror,Hayao Miyazaki,Nova Zelândia
Filme 1820,Terror,Hayao Miyazaki,África do Sul
Filme 1821,Terror,Kathryn Bigelow,Estados Unidos
Filme 1822,Terror,Kathryn Bigelow,Reino Unido
Filme 1823,Terror,Kathryn Bigelow,França
Filme 1824,Terror,Kathryn Bigelow,Alemanha
Filme 1825,Terror,Kathryn Bigelow,Japão
Filme 1826,Terror,Kathryn Bigelow,Itália
Filme 1827,Terror,Kathryn Bigelow,Espanha
Filme 1828,Terror,Kathryn Bigelow,Brasil
Filme 1829,Terror,Kathryn Bigelow,Canadá
Filme 1830,Terror,Kathryn Bigelow,Austrália
Filme 1831,Terror,Kathryn Bigelow,Índia
Filme 1832,Terror,Kathryn Bigelow,Suécia
Filme 1833,Terror,Kathryn Bigelow,México
Filme 1834,Terror,Kathryn Bigelow,Coreia do Sul
Filme 1835,Terror,Kathryn Bigelow,China
Filme 1836,Terror,Kathryn Bigelow,Rússia
Filme 1837,Terror,Kathryn Bigelow,Argentina
Filme 1838,Terror,Kathryn Bigelow,Países Baixos
Filme 1839,Terror,Kathryn Bigelow,Nova Zelândia
Filme 1840,Terror,Kathryn Bigelow,África do Sul
Filme 1841,Terror,Clint Eastwood,Estados Unidos
Filme 1842,Terror,Clint Eastwood,Reino Unido
Filme 1843,Terror,Clint Eastwood,França
Filme 1844,Terror,Clint Eastwood,Alemanha
Filme 1845,Terror,Clint Eastwood,Japão
Filme 1846,Terror,Clint Eastwood,Itália
Filme 1847,Terror,Clint Eastwood,Espanha
Filme 1848,Terror,Clint Eastwood,Brasil
Filme 1849,Terror,Clint Eastwood,Canadá
Filme 1850,Terror,Clint Eastwood,Austrália
Filme 1851,Terror,Clint Eastwood,Índia
Filme 1852,Terror,Clint Eastwood,Suécia
Filme 1853,Terror,Clint Eastwood,México
Filme 1854,Terror,Clint Eastwood,Coreia do Sul
Filme 1855,Terror,Clint Eastwood,China
Filme 1856,Terror,Clint Eastwood,Rússia
Filme 1857,Terror,Clint Eastwood,Argentina
Filme 1858,Terror,Clint Eastwood,Países Baixos
Filme 1859,Terror,Clint Eastwood,Nova Zelândia
Filme 1860,Terror,Clint Eastwood,África do Sul
Filme 1861,Terror,Wes Anderson,Estados Unidos
Filme 1862,Terror,Wes Anderson,Reino Unido
Filme 1863,Terror,Wes Anderson,França
Filme 1864,Terror,Wes Anderson,Alemanha
Filme 1865,Terror,Wes Anderson,Japão
Filme 1866,Terror,Wes Anderson,Itália
Filme 1867,Terror,Wes Anderson,Espanha
Filme 1868,Terror,Wes Anderson,Brasil
Filme 1869,Terror,Wes Anderson,Canadá
Filme 1870,Terror,Wes Anderson,Austrália
Filme 1871,Terror,Wes Anderson,Índia
Filme 1872,Terror,Wes Anderson,Suécia
Filme 1873,Terror,Wes Anderson,México
Filme 1874,Terror,Wes Anderson,Coreia do Sul
Filme 1875,Terror,Wes Anderson,China
Filme 1876,Terror,Wes Anderson,Rússia
Filme 1877,Terror,Wes Anderson,Argentina
Filme 1878,Terror,Wes Anderson,Países Baixos
Filme 1879,Terror,Wes Anderson,Nova Zelândia
Filme 1880,Terror,Wes Anderson,África do Sul
Filme 1881,Terror,David Fincher,Estados Unidos
Filme 1882,Terror,David Fincher,Reino Unido
Filme 1883,Terror,David Fincher,França
Filme 1884,Terror,David Fincher,Alemanha
Filme 1885,Terror,David Fincher,Japão
Filme 1886,Terror,David Fincher,Itália
Filme 1887,Terror,David Fincher,Espanha
Filme 1888,Terror,David Fincher,Brasil
Filme 1889,Terror,David Fincher,Canadá
Filme 1890,Terror,David Fincher,Austrália
Filme 1891,Terror,David Fincher,Índia
Filme 1892,Terror,David Fincher,Suécia
Filme 1893,Terror,David Fincher,México
Filme 1894,Terror,David Fincher,Coreia do Sul
Filme 1895,Terror,David Fincher,China
Filme 1896,Terror,David Fincher,Rússia
Filme 1897,Terror,David Fincher,Argentina
Filme 1898,Terror,David Fincher,Países Baixos
Filme 1899,Terror,David Fincher,Nova Zelândia
Filme 1900,Terror,David Fincher,África do Sul
Filme 1901,Terror,Guillermo del Toro,Estados Unidos
Filme 1902,Terror,Guillermo del Toro,Reino Unido
Filme 1903,Terror,Guillermo del Toro,França
Filme 1904,Terror,Guillermo del Toro,Alemanha
Filme 1905,Terror,Guillermo del Toro,Japão
Filme 1906,Terror,Guillermo del Toro,Itália
Filme 1907,Terror,Guillermo del Toro,Espanha
Filme 1908,Terror,Guillermo del Toro,Brasil
Filme 1909,Terror,Guillermo del Toro,Canadá
Filme 1910,Terror,Guillermo del Toro,Austrália
Filme 1911,Terror,Guillermo del Toro,Índia
Filme 1912,Terror,Guillermo del Toro,Suécia
Filme 1913,Terror,Guillermo del Toro,México
Filme 1914,Terror,Guillermo del Toro,Coreia do Sul
Filme 1915,Terror,Guillermo del Toro,China
Filme 1916,Terror,Guillermo del Toro,Rússia
Filme 1917,Terror,Guillermo del Toro,Argentina
Filme 1918,Terror,Guillermo del Toro,Países Baixos
Filme 1919,Terror,Guillermo del Toro,Nova Zelândia
Filme 1920,Terror,Guillermo del Toro,África do Sul
Filme 1921,Terror,Pedro Almodóvar,Estados Unidos
Filme 1922,Terror,Pedro Almodóvar,Reino Unido
Filme 1923,Terror,Pedro Almodóvar,França
Filme 1924,Terror,Pedro Almodóvar,Alemanha
Filme 1925,Terror,Pedro Almodóvar,Japão
Filme 1926,Terror,Pedro Almodóvar,Itália
Filme 1927,Terror,Pedro Almodóvar,Espanha
Filme 1928,Terror,Pedro Almodóvar,Brasil
Filme 1929,Terror,Pedro Almodóvar,Canadá
Filme 1930,Terror,Pedro Almodóvar,Austrália
Filme 1931,Terror,Pedro Almodóvar,Índia
Filme 1932,Terror,Pedro Almodóvar,Suécia
Filme 1933,Terror,Pedro Almodóvar,México
Filme 1934,Terror,Pedro Almodóvar,Coreia do Sul
Filme 1935,Terror,Pedro Almodóvar,China
Filme 1936,Terror,Pedro Almodóvar,Rússia
Filme 1937,Terror,Pedro Almodóvar,Argentina
Filme 1938,Terror,Pedro Almodóvar,Países Baixos
Filme 1939,Terror,Pedro Almodóvar,Nova Zelândia
Filme 1940,Terror,Pedro Almodóvar,África do Sul
Filme 1941,Terror,Ang Lee,Estados Unidos
Filme 1942,Terror,Ang Lee,Reino Unido
Filme 1943,Terror,Ang Lee,França
Filme 1944,Terror,Ang Lee,Alemanha
Filme 1945,Terror,Ang Lee,Japão
Filme 1946,Terror,Ang Lee,Itália
Filme 1947,Terror,Ang Lee,Espanha
Filme 1948,Terror,Ang Lee,Brasil
Filme 1949,Terror,Ang Lee,Canadá
Filme 1950,Terror,Ang Lee,Austrália
Filme 1951,Terror,Ang Lee,Índia
Filme 1952,Terror,Ang Lee,Suécia
Filme 1953,Terror,Ang Lee,México
Filme 1954,Terror,Ang Lee,Coreia do Sul
Filme 1955,Terror,Ang Lee,China
Filme 1956,Terror,Ang Lee,Rússia
Filme 1957,Terror,Ang Lee,Argentina
Filme 1958,Terror,Ang Lee,Países Baixos
Filme 1959,Terror,Ang Lee,Nova Zelândia
Filme 1960,Terror,Ang Lee,África do Sul
Filme 1961,Terror,Alejandro González Iñárritu,Estados Unidos
Filme 1962,Terror,Alejandro González Iñárritu,Reino Unido
Filme 1963,Terror,Alejandro González Iñárritu,França
Filme 1964,Terror,Alejandro González Iñárritu,Alemanha
Filme 1965,Terror,Alejandro González Iñárritu,Japão
Filme 1966,Terror,Alejandro González Iñárritu,Itália
Filme 1967,Terror,Alejandro González Iñárritu,Espanha
Filme 1968,Terror,Alejandro González Iñárritu,Brasil
Filme 1969,Terror,Alejandro González Iñárritu,Canadá
Filme 1970,Terror,Alejandro González Iñárritu,Austrália
Filme 1971,Terror,Alejandro González Iñárritu,Índia
Filme 1972,Terror,Alejandro González Iñárritu,Suécia
Filme 1973,Terror,Alejandro González Iñárritu,México
Filme 1974,Terror,Alejandro González Iñárritu,Coreia do Sul
Filme 1975,Terror,Alejandro González Iñárritu,China
Filme 1976,Terror,Alejandro González Iñárritu,Rússia
Filme 1977,Terror,Alejandro González Iñárritu,Argentina
Filme 1978,Terror,Alejandro González Iñárritu,Países Baixos
Filme 1979,Terror,Alejandro González Iñárritu,Nova Zelândia
Filme 1980,Terror,Alejandro González Iñárritu,África do Sul
Filme 1981,Terror,Bong Joon-ho,Estados Unidos
Filme 1982,Terror,Bong Joon-ho,Reino Unido
Filme 1983,Terror,Bong Joon-ho,França
Filme 1984,Terror,Bong Joon-ho,Alemanha
Filme 1985,Terror,Bong Joon-ho,Japão
Filme 1986,Terror,Bong Joon-ho,Itália
Filme 1987,Terror,Bong Joon-ho,Espanha
Filme 1988,Terror,Bong Joon-ho,Brasil
Filme 1989,Terror,Bong Joon-ho,Canadá
Filme 1990,Terror,Bong Joon-ho,Austrália
Filme 1991,Terror,Bong Joon-ho,Índia
Filme 1992,Terror,Bong Joon-ho,Suécia
Filme 1993,Terror,Bong Joon-ho,México
Filme 1994,Terror,Bong Joon-ho,Coreia do Sul
Filme 1995,Terror,Bong Joon-ho,China
Filme 1996,Terror,Bong Joon-ho,Rússia
Filme 1997,Terror,Bong Joon-ho,Argentina
Filme 1998,Terror,Bong Joon-ho,Países Baixos
Filme 1999,Terror,Bong Joon-ho,Nova Zelândia
Filme 2000,Terror,Bong Joon-ho,África do Sul
Filme 2001,Ficção Científica,Quentin Tarantino,Estados Unidos
Filme 2002,Ficção Científica,Quentin Tarantino,Reino Unido
Filme 2003,Ficção Científica,Quentin Tarantino,França
Filme 2004,Ficção Científica,Quentin Tarantino,Alemanha
Filme 2005,Ficção Científica,Quentin Tarantino,Japão
Filme 2006,Ficção Científica,Quentin Tarantino,Itália
Filme 2007,Ficção Científica,Quentin Tarantino,Espanha
Filme 2008,Ficção Científica,Quentin Tarantino,Brasil
Filme 2009,Ficção Científica,Quentin Tarantino,Canadá
Filme 2010,Ficção Científica,Quentin Tarantino,Austrália
Filme 2011,Ficção Científica,Quentin Tarantino,Índia
Filme 2012,Ficção Científica,Quentin Tarantino,Suécia
Filme 2013,Ficção Científica,Quentin Tarantino,México
Filme 2014,Ficção Científica,Quentin Tarantino,Coreia do Sul
Filme 2015,Ficção Científica,Quentin Tarantino,China
Filme 2016,Ficção Científica,Quentin Tarantino,Rússia
Filme 2017,Ficção Científica,Quentin Tarantino,Argentina
Filme 2018,Ficção Científica,Quentin Tarantino,Países Baixos
Filme 2019,Ficção Científica,Quentin Tarantino,Nova Zelândia
Filme 2020,Ficção Científica,Quentin Tarantino,África do Sul
Filme 2021,Ficção Científica,Christopher Nolan,Estados Unidos
Filme 2022,Ficção Científica,Christopher Nolan,Reino Unido
Filme 2023,Ficção Científica,Christopher Nolan,França
Filme 2024,Ficção Científica,Christopher Nolan,Alemanha
Filme 2025,Ficção Científica,Christopher Nolan,Japão
Filme 2026,Ficção Científica,Christopher Nolan,Itália
Filme 2027,Ficção Científica,Christopher Nolan,Espanha
Filme 2028,Ficção Científica,Christopher Nolan,Brasil
Filme 2029,Ficção Científica,Christopher Nolan,Canadá
Filme 2030,Ficção Científica,Christopher Nolan,Austrália
Filme 2031,Ficção Científica,Christopher Nolan,Índia
Filme 2032,Ficção Científica,Christopher Nolan,Suécia
Filme 2033,Ficção Científica,Christopher Nolan,México
Filme 2034,Ficção Científica,Christopher Nolan,Coreia do Sul
Filme 2035,Ficção Científica,Christopher Nolan,China
Filme 2036,Ficção Científica,Christopher Nolan,Rússia
Filme 2037,Ficção Científica,Christopher Nolan,Argentina
Filme 2038,Ficção Científica,Christopher Nolan,Países Baixos
Filme 2039,Ficção Científica,Christopher Nolan,Nova Zelândia
Filme 2040,Ficção Científica,Christopher Nolan,África do Sul
Filme 2041,Ficção Científica,Martin Scorsese,Estados Unidos
Filme 2042,Ficção Científica,Martin Scorsese,Reino Unido
Filme 2043,Ficção Científica,Martin Scorsese,França
