titulo,genero,diretor,classificacao,ano,avaliacao,pais_origem
Filme 453,Suspense,Taika Waititi,18,1968,6.4,Índia
Filme 4815,Ficção Científica,Rob Cohen,16,2022,6.3,Irlanda
Filme 3882,Animação,Daniel Ribeiro,16,2013,7.5,Estados Unidos
Filme 4827,Drama,Rob Cohen,16,1993,6.2,Japão
Filme 2756,Terror,Roger Allers,14,2009,9.9,Suécia
Filme 3493,Terror,Fernando Coimbra,18,1994,6.5,Índia
Filme 15,Suspense,Jonathan Demme,18,1991,8.6,Irlanda
Filme 3096,Romance,Sarah Gavron,0,2011,6.8,Suécia
Filme 946,Biografia,Roman Polanski,14,1933,5.1,Itália
Filme 2793,Comédia,Michel Gondry,18,1964,8.2,Índia
Filme 248,Romance,Blake Edwards,0,1961,7.7,Canadá
Filme 4208,Animação,Anselmo Duarte,12,1963,8.2,Canadá
Filme 361,Musical,Martin Scorsese,10,2010,6.6,Brasil
Filme 2724,Documentário,Sidney Pollack,14,1964,5.4,França
Filme 5062,Animação,Christian Ditter,16,1948,8.1,Estados Unidos
Filme 3709,Romance,Toninho Moura,10,1996,5.7,Austrália
Filme 4048,Épico,Park Chan-wook,12,2017,4.8,Canadá
Filme 2727,Romance,Sidney Pollack,4,1963,6.7,Japão
Filme 1756,Biografia,Orson Welles,18,1999,9.5,Suécia
Filme 3751,Aventura,Vinicius Amorim,16,2022,5.9,Coreia do Sul
Filme 2903,Terror,Fernando Meirelles,14,1952,9.4,Reino Unido
Filme 1593,Épico,Lana Wachowski,16,2007,9.8,Índia
Filme 2834,Romance,Noah Baumbach,16,1983,8.7,China
Filme 4261,Comédia,Heitor Dhalia,14,1953,5.5,Brasil
Filme 1832,Histórico,Ryan Coogler,4,1966,9.2,México
Filme 5311,Guerra,Joseph Kosinski,18,1927,5.5,Coreia do Sul
Filme 3465,Drama,Ruben Östlund,4,1978,4.9,Alemanha
Filme 491,Animação,Spike Lee,12,2015,5.5,Coreia do Sul
Filme 4059,Biografia,Park Chan-wook,4,1978,5.0,Noruega
Filme 863,Crime,Denis Villeneuve,0,2023,8.2,Reino Unido
Filme 1007,Documentário,Alfred Hitchcock,18,2020,5.0,Japão
Filme 2619,Ação,Irvin Kershner,12,1948,6.7,Noruega
Filme 1384,Faroeste,Chris Columbus,14,1976,8.2,França
Filme 4222,Histórico,Anselmo Duarte,0,2000,7.4,Estados Unidos
Filme 1966,Faroeste,Bong Joon-ho,10,1974,9.2,Itália
Filme 3657,Sátira,Pedro Amorim,18,2017,6.6,Dinamarca
Filme 4997,Romance,Joe Wright,18,1969,8.7,Dinamarca
Filme 1363,Guerra,Fritz Lang,12,1953,6.1,Reino Unido
Filme 3788,Aventura,Cláudio Torres,16,2022,9.7,Canadá
Filme 507,Ação,Lulu Wang,0,1982,9.3,Japão
Filme 1418,Ação,F.W. Murnau,0,2012,4.9,Nova Zelândia
Filme 3160,Crime,João Batista de Andrade,18,1958,8.9,Argentina
Filme 26,Drama,Todd Phillips,18,2019,8.4,Itália
Filme 3526,Biografia,Daniel Rezende,18,2011,8.3,Itália
Filme 2349,Documentário,Julius Avery,16,2009,6.0,Austrália
Filme 1223,Terror,Brian De Palma,18,1947,8.2,Reino Unido
Filme 4646,Musical,Gerard Johnstone,10,2003,8.4,Itália
Filme 1114,Sátira,Roberto Santucci,4,1948,8.2,China
Filme 2544,Animação,Akira Kurosawa,0,1933,6.8,França
Filme 1553,Sátira,Robert Eggers,12,1952,5.5,Índia
Filme 5404,Musical,Carlos Diegues,16,1976,9.9,França
Filme 4626,Animação,Dan Kwan,12,1971,4.5,Itália
Filme 2628,Ficção Científica,Roberto Benigni,0,1936,5.4,Canadá
Filme 5081,Aventura,Scott Hicks,16,1968,6.4,Brasil
Filme 4097,Ficção Científica,Juan José Campanella,12,1993,9.7,Dinamarca
Filme 434,Ficção Científica,Wes Anderson,18,2023,5.6,China
Filme 2438,Guerra,Rob Marshall,10,2004,8.7,Nova Zelândia
Filme 3735,Romance,Vinicius Amorim,0,2023,7.3,Irlanda
Filme 2998,Comédia,Edward Zwick,16,1953,5.6,Nova Zelândia
Filme 3652,Fantasia,Delbert Mann,16,1986,6.1,México
Filme 3733,Sátira,Vinicius Amorim,14,1949,9.9,Índia
Filme 3665,Guerra,Pedro Amorim,14,1981,7.3,Alemanha
Filme 5110,Aventura,Richard Curtis,4,2017,5.5,Espanha
Filme 4600,Documentário,Baz Luhrmann,16,2000,6.1,Argentina
Filme 2517,Histórico,Jonathan Demme,14,2011,6.0,Dinamarca
Filme 4332,Terror,George P. Cosmatos,12,1939,6.2,México
Filme 5108,Ficção Científica,Richard Curtis,16,2019,7.8,Canadá
Filme 1103,Ação,Roberto Santucci,4,2011,7.6,Reino Unido
Filme 2847,Sátira,Olivia Wilde,16,2016,5.7,Japão
Filme 3647,Histórico,Delbert Mann,4,1994,6.3,Japão
Filme 5136,Sátira,Anthony Russo,14,2010,7.4,Suécia
Filme 4321,Ficção Científica,John McTiernan,14,1933,8.1,Brasil
Filme 157,Romance,Michael Hoffman,14,2014,6.7,Dinamarca
Filme 4875,Documentário,Mike Newell,12,1984,5.6,Irlanda
Filme 195,Ficção Científica,James Gunn,12,2023,7.9,Irlanda
Filme 616,Faroeste,Richard Marquand,4,1933,8.5,Suécia
Filme 644,Crime,Greta Gerwig,12,2011,5.5,França
Filme 3826,Sátira,Mark Dindal,4,2011,6.6,Itália
Filme 4699,Animação,Mark Mylod,18,1926,6.3,Noruega
Filme 1069,Guerra,David Yates,14,2006,5.7,Austrália
Filme 5438,Épico,Robert Wiene,10,1950,4.5,Nova Zelândia
Filme 5164,Ação,Michael Hoffman,10,1978,8.6,França
Filme 3886,Faroeste,Daniel Ribeiro,14,1931,4.8,Itália
Filme 5018,Aventura,Nick Cassavetes,4,1940,7.3,Nova Zelândia
Filme 4609,Aventura,Baz Luhrmann,0,1999,5.0,Austrália
Filme 2105,Romance,André Pellenz,12,1961,7.5,Alemanha
Filme 331,Suspense,Joel Coen,18,1996,8.1,Coreia do Sul
Filme 2437,Terror,Rob Marshall,12,1951,6.4,Dinamarca
Filme 3120,Romance,Stephen Daldry,14,1948,5.5,Argentina
Filme 2593,Faroeste,Paul King,0,1927,5.9,Índia
Filme 623,Aventura,Selton Mello,18,1958,4.2,Reino Unido
Filme 2122,Musical,André Pellenz,14,2002,6.8,Estados Unidos
Filme 1671,Crime,Sofia Coppola,18,1977,9.8,Coreia do Sul
Filme 2752,Musical,Roger Allers,12,2020,7.2,México
Filme 4049,Terror,Park Chan-wook,18,1997,7.0,Austrália
Filme 3430,Sátira,Chloé Zhao,12,1961,5.1,Espanha
Filme 2330,Guerra,Carol Reed,16,1956,7.8,Espanha
Filme 3373,Romance,Robert Wiene,10,1956,9.4,Índia
Filme 1877,Musical,David Fincher,10,1952,7.7,Dinamarca
Filme 3201,Biografia,Quentin Tarantino,18,2006,8.3,Brasil
Filme 5263,Biografia,Milos Forman,18,1942,9.6,Reino Unido
Filme 756,Faroeste,Barry Jenkins,4,1961,5.5,Suécia
Filme 519,Ficção Científica,Pedro Almodóvar,10,1962,5.5,Noruega
Filme 4397,Guerra,Clint Eastwood,18,1931,5.6,Dinamarca
Filme 33,Ficção Científica,Denis Villeneuve,16,2016,7.9,Índia
Filme 3471,Ficção Científica,Ruben Östlund,14,1927,7.0,Coreia do Sul
Filme 4288,Guerra,Sylvester Stallone,4,1995,7.2,Canadá
Filme 3753,Ação,Marcus Baldini,10,1936,7.3,Índia
Filme 3008,Drama,Mel Gibson,4,1971,8.1,Canadá
Filme 1158,Comédia,Francis Ford Coppola,12,1934,8.9,Nova Zelândia
Filme 2260,Crime,Ari Aster,12,1995,4.9,Argentina
Filme 4373,Ação,M. Night Shyamalan,18,2003,8.4,Índia
Filme 745,Ação,Jane Campion,4,2012,5.3,Alemanha
Filme 5009,Histórico,Nick Cassavetes,16,1999,8.5,Austrália
Filme 1925,Épico,Michael Cimino,4,1999,9.0,Alemanha
Filme 5302,Ação,Gerard Johnstone,10,1933,8.9,Estados Unidos
Filme 1706,Sátira,Jean-Pierre Jeunet,16,1922,8.4,Itália
Filme 4719,Comédia,Mike Nichols,14,2019,8.0,Noruega
Filme 3655,Guerra,Delbert Mann,16,1979,8.2,Irlanda
Filme 5045,Épico,Thea Sharrock,18,1989,7.5,Alemanha
Filme 2158,Musical,Jorge Furtado,0,1978,7.0,Nova Zelândia
Filme 104,Comédia,Roberto Santucci,14,2014,5.7,França
Filme 4307,Documentário,John McTiernan,0,1987,7.5,Japão
Filme 4152,Romance,Walter Salles,10,1991,5.6,México
Filme 784,Crime,Ridley Scott,4,1954,8.4,França
Filme 2236,Aventura,Martin McDonagh,16,2006,9.7,Suécia
Filme 3261,Faroeste,Alex Garland,14,1922,7.0,Brasil
Filme 230,Aventura,William Wyler,12,1959,8.2,Espanha
Filme 858,Histórico,Lulu Wang,10,1971,9.6,Nova Zelândia
Filme 1212,Musical,Brian De Palma,18,2007,7.7,México
Filme 1402,Faroeste,F.W. Murnau,10,2020,6.3,Estados Unidos
Filme 5422,Terror,Mel Gibson,10,1975,4.2,Estados Unidos
Filme 409,Documentário,Alfonso Cuarón,0,2009,9.9,Austrália
Filme 171,Drama,Christopher Nolan,16,2016,7.8,Coreia do Sul
Filme 541,Suspense,Spike Lee,10,1969,7.6,Brasil
Filme 2046,Terror,Lasse Hallström,16,1974,4.5,Itália
Filme 4917,Drama,Gary Ross,12,1965,9.3,Dinamarca
Filme 2728,Sátira,Sidney Pollack,18,2011,7.8,Canadá
Filme 1804,Faroeste,William Friedkin,0,1974,9.1,França
Filme 4464,Documentário,Paul Greengrass,10,1970,6.8,França
Filme 614,Faroeste,Afonso Poyart,0,1933,9.3,China
Filme 3815,Comédia,Caito Ortiz,14,1992,7.0,Irlanda
Filme 5387,Musical,John McTiernan,16,1991,4.8,Japão
Filme 4150,Épico,Walter Salles,10,1987,5.9,Espanha
Filme 1162,Animação,Peter Jackson,4,1927,9.9,Estados Unidos
Filme 2620,Terror,Irvin Kershner,14,2022,9.0,Argentina
Filme 4359,Drama,M. Night Shyamalan,16,1922,7.3,Noruega
Filme 2277,Fantasia,Peter Weir,16,2023,7.0,Dinamarca
Filme 1816,Animação,Charlie Kaufman,4,1997,5.2,Suécia
Filme 2987,Épico,Edward Zwick,12,1975,9.2,Japão
Filme 1701,Sátira,Jean-Pierre Jeunet,16,1948,9.7,Brasil
Filme 1845,Terror,Ryan Coogler,4,1991,4.9,Alemanha
Filme 3872,Biografia,Daniel Ribeiro,4,1976,9.8,México
Filme 1610,Fantasia,Jim Jarmusch,14,1941,9.8,Espanha
Filme 2005,Comédia,Stanley Donen,10,1966,6.9,Alemanha
Filme 3036,Ação,Tom Hooper,18,1960,6.8,Suécia
Filme 565,Histórico,Robert Eggers,16,1941,6.0,Alemanha
Filme 4595,Épico,Baz Luhrmann,12,2003,5.6,Irlanda
Filme 4162,Faroeste,José Padilha,0,1940,9.6,Estados Unidos
Filme 4618,Fantasia,Dan Kwan,4,1967,8.7,Nova Zelândia
Filme 2252,Romance,Ari Aster,10,1989,6.1,México
Filme 5344,Animação,Sergio Leone,12,1920,7.4,França
Filme 4083,Sátira,Galder Gaztelu-Urrutia,10,2021,8.1,Reino Unido
Filme 1889,Ficção Científica,David Fincher,4,1951,9.4,Austrália
Filme 1922,Épico,Michael Cimino,4,1939,9.4,Estados Unidos
Filme 5360,Romance,Mel Gibson,0,2025,5.6,Argentina
Filme 2032,Épico,Halder Gomes,0,1967,8.4,México
Filme 356,Comédia,Quentin Tarantino,18,2009,9.5,Suécia
Filme 2081,Ação,Guillermo del Toro,10,1985,6.4,Brasil
Filme 2246,Documentário,Ari Aster,10,1939,5.8,Itália
Filme 2828,Sátira,Noah Baumbach,0,1999,6.6,Canadá
Filme 3389,Sátira,Robert Wiene,10,2023,7.3,Austrália
Filme 4253,Animação,Marcos Jorge,18,1922,5.0,Índia
Filme 1173,Documentário,Peter Jackson,16,1975,4.7,Índia
Filme 1962,Documentário,Bong Joon-ho,14,2004,9.2,Estados Unidos
Filme 326,Guerra,Sam Mendes,16,2019,8.3,Itália
Filme 1052,Ação,Sergio Leone,12,1920,5.1,México
Filme 3481,Comédia,Ruben Östlund,18,1926,5.4,Brasil
Filme 3897,Biografia,Paulo Morelli,18,1997,7.7,Dinamarca
Filme 3668,Suspense,Pedro Amorim,16,2014,5.4,Canadá
Filme 3413,Faroeste,Michael Jelenic,16,2011,6.6,Índia
Filme 3835,Épico,Mark Dindal,14,1961,5.2,Irlanda
Filme 1752,Aventura,Orson Welles,16,1966,8.0,México
Filme 3812,Documentário,Caito Ortiz,18,1995,4.5,México
Filme 1773,Ação,William Wyler,10,2001,5.0,Índia
Filme 1197,Drama,James Cameron,18,2021,6.6,Dinamarca
Filme 621,Faroeste,Lasse Hallström,14,1980,5.8,Brasil
Filme 1880,Terror,David Fincher,12,2006,8.9,Argentina
Filme 3403,Animação,Michael Jelenic,0,2003,8.6,Reino Unido
Filme 2139,Drama,Steven Spilberg,10,1978,5.6,Noruega
Filme 1483,Épico,Joel Coen,14,2014,4.7,Reino Unido
Filme 1190,Aventura,James Cameron,18,1940,7.9,Espanha
Filme 329,Comédia,Alejandro González Iñárritu,16,2014,7.7,Austrália
Filme 649,Crime,Roger Allers,4,1965,6.1,Austrália
Filme 2058,Ficção Científica,Lasse Hallström,18,1933,9.2,Nova Zelândia
Filme 898,Biografia,Billy Wilder,4,2023,4.7,Nova Zelândia
Filme 2025,Épico,Halder Gomes,14,2023,7.7,Alemanha
Filme 1124,Aventura,Federico Fellini,10,1973,6.7,França
Filme 2310,Suspense,Cao Hamburger,4,2006,9.8,Espanha
Filme 5047,Sátira,Thea Sharrock,10,1951,8.2,Japão
Filme 3090,Drama,Sarah Gavron,10,1954,7.9,Espanha
Filme 4366,Épico,M. Night Shyamalan,4,1953,5.0,Itália
Filme 3545,Ficção Científica,Selton Mello,12,2010,7.7,Alemanha
Filme 5131,Animação,Anthony Russo,14,1979,7.1,Coreia do Sul
Filme 1984,Documentário,Frank Capra,10,1958,6.1,França
Filme 3918,Sátira,Paulo Morelli,14,1946,7.1,Nova Zelândia
Filme 2536,Romance,Akira Kurosawa,0,1922,5.1,Suécia
Filme 3051,Suspense,Tom Hooper,14,2016,5.2,Coreia do Sul
Filme 4382,Ficção Científica,Clint Eastwood,12,1988,4.2,Estados Unidos
Filme 1520,Aventura,Victor Fleming,10,2001,6.9,Argentina
Filme 5271,Terror,Dan Kwan,0,1936,6.9,Coreia do Sul
Filme 1379,Histórico,Chris Columbus,12,1970,4.2,Noruega
Filme 3876,Fantasia,Daniel Ribeiro,10,1934,8.7,Suécia
Filme 1024,Épico,Hayao Miyazaki,10,1946,6.0,França
Filme 4823,Comédia,Rob Cohen,14,2014,7.8,Reino Unido
Filme 3129,Ação,Éric Lartigau,18,1963,9.6,Austrália
Filme 2396,Suspense,James Gunn,12,1969,6.3,Suécia
Filme 3692,Suspense,Ivan Reitman,18,1981,5.9,México
Filme 1920,Guerra,Robert Zemeckis,12,1971,5.2,Argentina
Filme 2300,Faroeste,Cao Hamburger,4,1983,7.8,Argentina
Filme 810,Comédia,Spike Lee,14,1940,5.1,Espanha
Filme 4472,Romance,Tom McCarthy,10,1987,7.2,México
Filme 1676,Fantasia,Sofia Coppola,10,1953,5.2,Suécia
Filme 1747,Documentário,Orson Welles,18,1973,4.9,Japão
Filme 979,Ação,Guel Arraes,10,1971,5.9,Noruega
Filme 2289,Suspense,Cao Hamburger,14,2021,8.6,Austrália
Filme 3455,Romance,Rian Johnson,18,1988,8.8,Irlanda
Filme 1737,Histórico,Orson Welles,12,2006,8.0,Dinamarca
Filme 1630,Aventura,Chad Stahelski,0,1962,9.2,Espanha
Filme 3177,Terror,Eric Bress,18,2003,5.1,Dinamarca
Filme 431,Suspense,Barry Jenkins,18,1976,5.4,Coreia do Sul
Filme 5252,Ação,Hector Babenco,10,1941,5.2,México
Filme 1809,Ação,Charlie Kaufman,18,2000,4.2,Austrália
Filme 2942,Drama,Kate Herron,10,1947,7.8,Estados Unidos
Filme 2527,Documentário,Jonathan Demme,12,1970,9.5,Japão
Filme 3930,Crime,Damián Szifron,18,1989,7.2,Espanha
Filme 2986,Documentário,Edward Zwick,4,1958,4.7,Itália
Filme 4996,Crime,Joe Wright,18,1958,7.3,Suécia
Filme 4340,Ficção Científica,George P. Cosmatos,12,1991,5.9,Argentina
Filme 3361,Histórico,Lee Unkrich,10,2013,6.1,Brasil
Filme 2928,Ação,Andy Muschietti,0,2013,8.8,Canadá
Filme 2882,Faroeste,James Gray,10,1954,6.9,Estados Unidos
Filme 175,Drama,Florian Zeller,14,2020,8.2,Irlanda
Filme 2917,Sátira,Andy Muschietti,16,2009,5.6,Dinamarca
Filme 4523,Comédia,Florian Zeller,10,1970,4.2,Reino Unido
Filme 4181,Suspense,José Padilha,12,1927,7.6,Brasil
Filme 1753,Crime,Orson Welles,18,2016,8.5,Índia
Filme 3198,Guerra,Eric Bress,14,1966,5.7,Nova Zelândia
Filme 4856,Ação,Mike Newell,12,1986,6.3,Suécia
Filme 218,Faroeste,Sergio Leone,14,1968,8.5,Nova Zelândia
Filme 4835,Comédia,Richard Marquand,0,1948,7.3,Irlanda
Filme 1722,Animação,Sam Mendes,18,2019,6.4,Estados Unidos
Filme 4247,Documentário,Marcos Jorge,16,1975,7.8,Japão
Filme 1445,Comédia,Charlie Chaplin,18,1948,5.1,Alemanha
Filme 691,Épico,Vittorio De Sica,10,2012,8.2,Coreia do Sul
Filme 2225,Animação,Martin McDonagh,14,2013,6.1,Alemanha
Filme 3044,Musical,Tom Hooper,12,2005,6.9,França
Filme 2645,Ação,Roberto Benigni,0,2001,7.1,Alemanha
Filme 2851,Terror,Olivia Wilde,12,1950,9.9,Coreia do Sul
Filme 1107,Documentário,Roberto Santucci,12,1989,5.5,Japão
Filme 2654,Comédia,James Mangold,16,1949,6.2,China
Filme 819,Drama,Greta Gerwig,16,2021,7.0,Noruega
Filme 4801,Animação,Chris Weitz,18,1927,8.8,Brasil
Filme 1874,Ação,Roberto Rossellini,0,2017,7.6,China
Filme 612,Faroeste,Tom McCarthy,10,1951,5.9,México
Filme 3400,Aventura,Michael Jelenic,18,1974,8.2,Argentina
Filme 3838,Biografia,Mark Dindal,10,1920,6.3,Nova Zelândia
Filme 1698,Comédia,Jean-Pierre Jeunet,14,1939,6.3,Nova Zelândia
Filme 2118,Ficção Científica,André Pellenz,18,2011,7.7,Nova Zelândia
Filme 137,Fantasia,David Yates,12,2011,8.1,Dinamarca
Filme 3170,Terror,João Batista de Andrade,10,1965,9.4,Espanha
Filme 2699,Suspense,Sidney Lumet,16,2003,4.7,Noruega
Filme 577,Guerra,Stephen Daldry,4,2007,4.9,Dinamarca
Filme 2576,Musical,Paul King,16,1997,9.4,Suécia
Filme 3476,Comédia,Ruben Östlund,10,1980,6.4,Suécia
Filme 4829,Romance,Rob Cohen,10,1980,4.2,Austrália
Filme 1181,Musical,Peter Jackson,16,1927,8.6,Brasil
Filme 2865,Crime,James Gray,18,1962,9.3,Alemanha
Filme 889,Musical,Christopher Nolan,4,1952,7.5,Austrália
Filme 4575,Comédia,Adam McKay,10,1996,5.5,Irlanda
Filme 325,Ficção Científica,James Gray,12,2019,6.5,Alemanha
Filme 4923,Épico,Gary Ross,16,1996,9.9,Reino Unido
Filme 2132,Histórico,Steven Spilberg,4,1952,8.9,México
Filme 3457,Biografia,Rian Johnson,16,1961,9.8,Dinamarca
Filme 818,Aventura,Greta Gerwig,12,1950,4.2,Nova Zelândia
Filme 4481,Sátira,Tom McCarthy,12,1969,9.5,Brasil
Filme 2292,Ficção Científica,Cao Hamburger,0,1969,9.7,México
Filme 209,Animação,Hayao Miyazaki,16,1988,8.2,Austrália
Filme 294,Ficção Científica,Alex Garland,16,2014,7.7,China
Filme 2095,Suspense,José Alvarenga Jr.,16,1999,9.9,Irlanda
Filme 1120,Crime,Federico Fellini,0,2013,9.6,Argentina
Filme 4351,Aventura,George P. Cosmatos,10,1994,5.2,Coreia do Sul
Filme 2621,Musical,Irvin Kershner,18,1992,6.7,Brasil
Filme 4035,Ação,Luc Besson,4,2011,6.9,Irlanda
Filme 4093,Terror,Juan José Campanella,0,1967,6.6,Índia
Filme 1265,Fantasia,Blake Edwards,12,2009,8.9,Alemanha
Filme 991,Aventura,Guel Arraes,0,2007,5.4,Coreia do Sul
Filme 2695,Comédia,Matt Ross,14,1922,8.3,Irlanda
Filme 1615,Ação,Jim Jarmusch,4,1995,8.4,Irlanda
Filme 3353,Crime,Lee Unkrich,10,2017,8.1,Índia
Filme 1740,Animação,Orson Welles,12,2007,9.7,Argentina
Filme 4564,Fantasia,Jerry Zucker,12,2003,6.1,França
Filme 4078,Guerra,Galder Gaztelu-Urrutia,4,2007,8.9,Nova Zelândia
Filme 1663,Histórico,Alejandro González Iñárritu,14,1957,9.3,Reino Unido
Filme 354,Histórico,Jordan Peele,14,1992,8.8,China
Filme 4105,Histórico,Juan José Campanella,4,2014,4.5,Alemanha
Filme 4153,Sátira,Walter Salles,12,1958,5.0,Índia
Filme 5203,Guerra,James Marsh,10,1959,8.7,Reino Unido
Filme 4297,Comédia,Sylvester Stallone,16,1977,9.8,Dinamarca
Filme 1655,Drama,Alejandro González Iñárritu,18,1934,4.9,Irlanda
Filme 3604,Comédia,Carlos Diegues,12,2016,8.4,França
Filme 1490,Biografia,Darren Aronofsky,0,2019,5.7,Espanha
Filme 3018,Musical,Mel Gibson,16,1974,8.0,Nova Zelândia
Filme 3277,Suspense,Bob Persichetti,12,1967,6.3,Dinamarca
Filme 4009,Histórico,George Miller,18,2006,5.3,Austrália
Filme 1229,Suspense,Kleber Mendonça Filho,0,1933,6.6,Austrália
Filme 260,Suspense,Roman Polanski,18,1974,8.5,Argentina
Filme 3609,Histórico,Daniel Filho,14,2013,7.5,Austrália
Filme 4732,Ação,Mike Nichols,4,2019,7.7,México
Filme 5154,Fantasia,Michael Hoffman,18,2007,4.9,China
Filme 4790,Faroeste,Chris Weitz,12,1971,5.6,Espanha
Filme 5341,Musical,Quentin Tarantino,12,1922,5.8,Brasil
Filme 53,Ação,George Miller,16,2015,8.1,Índia
Filme 4347,Animação,George P. Cosmatos,10,2020,5.5,Japão
Filme 2618,Crime,Irvin Kershner,12,1948,8.7,Nova Zelândia
Filme 412,Terror,Taika Waititi,16,1968,6.5,México
Filme 2595,Musical,Paul King,18,2008,9.1,Irlanda
Filme 2846,Musical,Olivia Wilde,18,2016,5.0,Itália
Filme 1906,Ficção Científica,Robert Zemeckis,12,2011,9.5,Itália
Filme 4405,Musical,John Lasseter,10,1970,9.0,Alemanha
Filme 2771,Faroeste,Andrew Niccol,14,1946,9.1,Coreia do Sul
Filme 3045,Crime,Tom Hooper,18,1958,5.8,Alemanha
Filme 1590,Documentário,Lana Wachowski,12,1972,5.7,Espanha
Filme 1480,Documentário,Joel Coen,0,1952,9.3,Argentina
Filme 1508,Histórico,Darren Aronofsky,16,2000,8.1,Canadá
Filme 1034,Drama,Hayao Miyazaki,4,1961,6.4,China
Filme 1098,Fantasia,George Lucas,12,2025,8.4,Nova Zelândia
Filme 1470,Documentário,Joel Coen,10,1993,5.6,Espanha
Filme 544,Musical,Lulu Wang,18,2016,6.3,França
Filme 1047,Aventura,Sergio Leone,12,1958,8.6,Japão
Filme 2312,Musical,Carol Reed,4,2008,5.8,México
Filme 337,Drama,Sofia Coppola,16,1999,7.2,Dinamarca
Filme 31,Faroeste,Quentin Tarantino,18,2018,8.4,Coreia do Sul
Filme 726,Romance,Alfonso Cuarón,0,2004,8.9,Itália
Filme 2877,Guerra,James Gray,18,1953,6.9,Dinamarca
Filme 5286,Ficção Científica,David Slade,14,1939,7.0,Itália
Filme 2223,Drama,Martin McDonagh,18,1990,6.2,Reino Unido
Filme 5356,Sátira,Cao Hamburger,0,2025,5.0,Suécia
Filme 1427,Biografia,Damien Chazelle,0,1980,9.5,Japão
Filme 4943,Drama,Catherine Hardwicke,14,2009,7.6,Reino Unido
Filme 2949,Drama,Kate Herron,18,1971,4.8,Austrália
Filme 437,Fantasia,Taika Waititi,18,2011,6.5,Dinamarca
Filme 2406,Terror,James Gunn,16,2011,7.9,Itália
Filme 4130,Ação,Beto Brant,10,1971,9.4,Espanha
Filme 913,Comédia,Billy Wilder,4,1926,7.1,Índia
Filme 4590,Romance,Adam McKay,0,1950,9.5,Espanha
Filme 2891,Documentário,Fernando Meirelles,10,2022,7.1,Coreia do Sul
Filme 1589,Ação,Lana Wachowski,4,1949,6.9,Austrália
Filme 4530,Crime,Florian Zeller,0,1951,6.3,Espanha
Filme 4910,Sátira,Gary Ross,18,1993,6.7,Espanha
Filme 4567,Suspense,Jerry Zucker,12,2022,9.2,Japão
Filme 3940,Faroeste,Damián Szifron,12,1936,9.7,Argentina
Filme 1591,Histórico,Lana Wachowski,14,2025,6.6,Coreia do Sul
Filme 4603,Fantasia,Baz Luhrmann,4,1996,5.8,Reino Unido
Filme 4640,Épico,Gerard Johnstone,4,1980,5.5,Argentina
Filme 3989,Biografia,Nicolas Winding Refn,14,1993,8.5,Austrália
Filme 1239,Documentário,Kleber Mendonça Filho,4,1979,5.4,Noruega
Filme 4994,Romance,Joe Wright,10,1992,8.2,China
Filme 4901,Musical,Todd Phillips,4,1936,8.1,Brasil
Filme 2100,Histórico,José Alvarenga Jr.,12,1926,8.7,Argentina
Filme 1498,Aventura,Darren Aronofsky,16,1933,9.6,Nova Zelândia
Filme 450,Suspense,Ridley Scott,14,1986,7.9,Espanha
Filme 3543,Ação,Selton Mello,10,2016,7.1,Reino Unido
Filme 3945,Suspense,Bryan Singer,10,2015,6.4,Alemanha
Filme 2496,Biografia,Christopher McQuarrie,10,1988,6.6,Suécia
Filme 1552,Suspense,Robert Eggers,18,2021,6.1,México
Filme 4831,Fantasia,Rob Cohen,12,1936,5.4,Coreia do Sul
Filme 1147,Épico,Francis Ford Coppola,4,1941,4.7,Japão
Filme 1314,Ação,Francis Lawrence,12,1994,7.6,China
Filme 2016,Épico,Halder Gomes,0,1969,6.0,Suécia
Filme 4783,Musical,Joseph Kosinski,4,2010,6.3,Reino Unido
Filme 2269,Animação,Peter Weir,10,1972,8.1,Austrália
Filme 2506,Épico,Jonathan Demme,0,1969,5.4,Itália
Filme 3892,Épico,Daniel Ribeiro,0,1993,7.2,México
Filme 2708,Crime,Sidney Lumet,0,1982,8.4,Canadá
Filme 414,Romance,Alfonso Cuarón,14,1972,6.7,China
Filme 942,Musical,Roman Polanski,14,1953,5.4,Estados Unidos
Filme 802,Crime,Patty Jenkins,12,2011,7.0,Estados Unidos
Filme 2887,Guerra,James Gray,16,2019,7.6,Japão
Filme 257,Terror,Brian De Palma,16,1976,7.4,Dinamarca
